id_doc,chunk
7.5 RO FOULING substance (anaysis solution).pdf,"sdi and modified fouling index mfi . see table 2.9 the sdi is the most commonly used fouling index . page 52 of 182 trademark of the dow chemical company form no . 609000710705 241 of 865 table 2.9 various fouling indices index turbidity definition or method turbidity is an expression of the optical property of water that causes light to be scattered and absorbed rather than transmitted in straight lines through the sample . turbidity is caused by suspended and colloidal particulate matter such as clay , silt , finely divided organic and inorganic matter , plankton and other microscopic organisms . sdi mfi test methods for turbidity of water are described in astm d1889 20 , in astm d6698 21 and chapter 2130 of standard methods for the examination of water and wastewater 20th editions 1. turbidity is often used for online control of particle filtration processes . the turbidity of feed water to ronf should be less than 1 ntu as one of the minimum requirements of feedwater . the silt density index sdi can serve as a useful indication of the quantity of particulate matter in water and correlates with the fouling tendency of ronf systems"
7.5 RO FOULING substance (anaysis solution).pdf,". the sdi is calculated from the rate of plugging of a 0.45 m membrane filter when water is passed through at a constant applied gauge pressure . the method is described below . for more details refer to astm d4189 22. sdi is sometimes referred to as the fouling index fi the modified fouling index mfi is proportional to the concentration of suspended matter and is a more accurate index than the sdi for predicting the tendency of a water to foul ronf membranes . the method is the same as for the sdi except that the volume is recorded every 30 seconds over a 15 minute filtration period . the mfi is obtained graphically as the slope of the straight part of the curve when tv is plotted against v t is the time in seconds to collect a volume of v in liters . for more details refer to schippers et al . 23. a mfi value of 1 corresponds to a sdi value of about 3 and can be considered as sufficiently low to control colloidal and particulate fouling . more recently , uf membranes have been used for mfi measurements . this index is called"
7.5 RO FOULING substance (anaysis solution).pdf,"mfiuf in contrast to the mfi0.45 where a 0.45 m membrane filter is used 24. measuring these indices is an important practice and should be carried out prior to designing an ronf pretreatment system and on a regular basis during ronf operation three times a day is a recommended frequency for surface waters . equipment figure 2.13 shows the equipment needed to measure sdi , including 47 mm diameter membrane filter holder 47 mm diameter membrane filters 0.45 m pore size 1070 psi 15 bar pressure gauge needle valve for pressure adjustment figure 2.13 apparatus for measuring the silt density index toggle or ball valve pressure regulator pressure gauge filter holder page 53 of 182 trademark of the dow chemical company form no . 609000710705 242 of 865 procedure 1. assemble the apparatus as shown in figure 2.13 and set the pressure regulator at 207 kpa 30 psi or 2.1 bar . 2. place the membrane filter carefully on its support . 3. make sure the oring is in good condition and properly placed . replace the top half of the filter holder and close loosely . 4. bleed out trapped air , close the valve and tighten the filter"
7.5 RO FOULING substance (anaysis solution).pdf,"holder . 5. open the valve . simultaneously , using a stopwatch , begin measuring the time required for the flow of 500 ml . record the time ti . leave the valve open for continued flow . 6. measure and record the times to collect additional 500 ml volumes of sample , starting the collection at 5 , 10 , and 15 minutes of total elapsed flow time . measure the water temperature and check the pressure as each sample is collected . 7. after completion of the test , the membrane filter may be retained for future reference . alternatively , the filter may be left in operation after the test until clogged in order to collect suspended matter for analysis with analytical methods . 8. calculation sdi t 1 t t i f 100 t where t ti tf total elapsed flow time , min usually 15 min , see note initial time required to collect 500 ml of sample , sec time required to collect 500 ml of sample after test time t , sec usually 15 min note for this test method , 1titf should not exceed 0.75. if 1titf exceeds this value , use"
7.5 RO FOULING substance (anaysis solution).pdf,"a shorter time for t i.e. , 5 or 10 minute measurements in step 6. the guideline is to maintain sdi15 at 5. to minimize the fouling , however , sdi15 at 3 is recommended . a number of pretreatment technologies have proven effective in sdi reduction , including media filtration such as sandanthracite , ultrafiltration and crossflow microfiltration . polyelectrolyte addition ahead of filtration sometimes improves sdi reduction . methods to prevent colloidal fouling are outlined in the following . 2.5.2 media filtration the removal of suspended and colloidal particles by media filtration is based on their deposition on the surface of filter grains while the water flows through a bed of these grains filter media . the quality of the filtrate depends on the size , surface charge , and geometry of both suspended solids and filter media , as well as on the water analysis and operational parameters . with a welldesigned and operated filter , a sdi15 5 can usually be achieved . the most common filter media in water treatment are sand and anthracite . the effective grain size for fine sand filter is in the range of 0.350.5 mm , and 0.70.8 mm for"
7.5 RO FOULING substance (anaysis solution).pdf,"anthracite filter . in comparison to single sand filter media , dual filter media with anthracite over sand permit more penetration of the suspended matter into the filter bed , thus resulting in more efficient filtration and longer runs between cleaning . the design depth of the filter media is a minimum of 31 inches 0.8 m. in the dual filter media , the filters are usually filled with 20 inches 0.5 m of sand covered with 12 inches 0.3 m of anthracite . there are two types of filters employed , gravity and pressure filters . as the filter vessel for pressure filtration is designed for pressurization , a higher pressure drop can be applied for higher filter beds andor smaller filter grains andor higher filtration velocities . the design filtration flow rates are usually 48 gpmft2 1020 mh , and the backwash rates are in the range of 1620 gpmft2 4050 mh . the available pressure is usually about 16 ft 5 m of head for gravity filters , and 30 psi 2 bar to more than 60 psi 4 bar for pressure filters . for feed waters with a high fouling potential , flow rates of less"
7.5 RO FOULING substance (anaysis solution).pdf,"than 4 gpmft2 10 mh andor second pass media filtration are preferred . if the flow rate has to be increased to compensate for one filter that goes out of service , the flow rate increase must be gradual and slow to prevent the release of previously deposited particles . during operation , influent water to be filtered enters at the top of the filter , percolates through the filter bed , and is drawn off through the collector system at the bottom . periodically , when the differential pressure increase between the inlet and outlet of the pressure filter is 49 psi 0.30.6 bar , and about 4.6 ft 1.4 m for the gravity filter , the filter is backwashed and rinsed to carry away the deposited matter . backwash time is normally about 10 minutes . before a backwashed filter is placed back into service , it must be rinsed to drain until the filtrate meets the specification . page 54 of 182 trademark of the dow chemical company form no . 609000710705 243 of 865 frequent shutdowns and startups should be avoided to minimize the release of previously deposited particulate matter . design and operational details of"
7.5 RO FOULING substance (anaysis solution).pdf,"media filtration are available in water treatment textbooks 3 , 4 . 2.5.3 oxidationfiltration some well waters , usually brackish waters , are in a reduced state . typically , such waters contain divalent iron and manganese , sometimes hydrogen sulfide and ammonium , but no oxygen therefore , they are also called anoxic . often the oxygen has been used up e.g. , by microbiological processes because the water is contaminated with biodegradable organic substances , or the water is from a very old aquifer . one method of handling anoxic waters is to oxidize iron and manganese by air , sodium hypochlorite or potassium permanganate kmno4 . the hydroxides formed can then be removed by media filtration . hydrogen sulfide will be oxidized to elemental sulfur that can be removed by media filtration as well . oxidation and filtration can be accomplished in one step by using a filter media with the ability to oxidize divalent iron and manganese by electron transfer . greensand is such a granular medium , which is a green when dry mineral glauconite . it can be regenerated with kmno4 when its oxidizing capability is exhausted . after regeneration , the residual kmno4"
7.5 RO FOULING substance (anaysis solution).pdf,"has to be thoroughly rinsed out to avoid oxidation damage of the membranes . this technique is used when 2 mgl fe2 is present in the raw water . for higher fe2 concentrations , kmno4 can be continuously dosed into the inlet stream of the filter . in this case , however , measures have to be taken to ensure that no permanganate can reach the membranes e.g. , by installation of a carbon filter see section 2.6.3 , chlorinationdechlorination . birm filtration has also been used effectively for fe2 removal from ro feed water . with birm filtration a ph increase and consequently a shift in the lsi value might occur , so care should be taken to avoid caco3 precipitation in the filter and in the ro system . instead of media filtration , microfiltration or ultrafiltration see section 2.5.6 can be used to remove small iron and manganese hydroxide particles formed from an oxidation process . this is a rather new technology for iron and manganese removal . the pretreatment of anoxic waters is described in more detail in sections 2.9 and 2.10 . 2.5.4 inline filtration the efficiency of media filtration to reduce the sdi value"
7.5 RO FOULING substance (anaysis solution).pdf,"can be markedly improved if the colloids in the raw water are coagulated andor flocculated prior to filtration . inline filtration can be applied to raw waters with a sdi only slightly above 5. the optimization of the method , also named inline coagulation or inline coagulationflocculation , is described in astm d 4188 25. a coagulant is injected into the raw water stream , effectively mixed , and the formed microflocs are immediately removed by media filtration . ferric sulfate and ferric chloride are used to destabilize the negative surface charge of the colloids and to entrap them into the freshly formed ferric hydroxide microflocs . aluminum coagulants are also effective , but not recommended because of possible fouling problems with residual aluminum . rapid dispersion and mixing of the coagulant is extremely important . an inline static mixer or injection on the suction side of a booster pump is recommended . the optimum dosage is usually in the range of 1030 mgl , but should be determined case by case . to strengthen the hydroxide microflocs and thereby improving their filterability , andor to bridge the colloidal particles together , flocculants can be used in combination with coagulants"
7.5 RO FOULING substance (anaysis solution).pdf,"or alone . flocculants are soluble high molecular weight organic compounds e.g. , linear polyacrylamides . through different active groups , they may be positively charged cationic , negatively charged anionic , or close to neutral nonionic . coagulants and flocculants may interfere with an ro membrane indirectly or directly . indirect interference occurs when the compound forms a precipitate that is deposited on the membrane . for example , channeling of the media filter may enable flocs to pass through and deposit on the membrane . a precipitate can also be formed when concentrating the treated feed water , such as when aluminum or ferric coagulants are added without subsequently lowering ph to avoid supersaturation in page 55 of 182 trademark of the dow chemical company form no . 609000710705 244 of 865 the ro stage . furthermore , reaction with a compound added after the media filter can cause a precipitate to form . this is most noticeable with antiscalants . nearly all antiscalants are negatively charged and will react with cationic coagulants or flocculants present in the water . the membranes in several ro plants have been heavily fouled by a gel formed by reaction between cationic"
7.5 RO FOULING substance (anaysis solution).pdf,"polyelectrolytes and antiscalants . direct interference occurs when the compound itself affects the membrane resulting in a flux loss . the ionic strength of the water may have an effect on the interference of the coagulant or flocculant with the membrane . if so , the result at brackish water conditions could be different from that at seawater conditions . to minimize the risk of direct or indirect interference with the ro membrane , anionic or nonionic flocculants are preferred rather than cationic flocculants . overdosing must be avoided . 2.5.5 coagulationflocculation for raw waters containing high concentrations of suspended matter resulting in a high sdi , the classic coagulation flocculation process is preferred . the hydroxide flocs are allowed to grow and settle in specifically designed reaction chambers . the hydroxide sludge is removed , and the supernatant water is further treated by media filtration . for the coagulationflocculation process , either a solidscontact type clarifier see also section 2.3.6 lime softening or a compact coagulationflocculation reactor may be used . for details , please refer to the general water treatment textbooks 3 , 4 . 2.5.6 microfiltrationultrafiltration microfiltration mf or ultrafiltration uf membrane removes virtually all suspended matter"
7.5 RO FOULING substance (anaysis solution).pdf,"and , in the case of ultrafiltration , also dissolved organic compounds depending on their molecular mass and on the molecular mass cutoff of the membrane . hence , an sdi 1 can be achieved with a welldesigned and properly maintained mf or uf system . there is both deadend and crossflow filtration . deadend filtration has two streams , inlet and outlet . 100 of the feed passes through the uf or mf filter medium i.e.,100 recovery . in crossflow filtration , there are three streams feed , concentrate , and permeate . in uf and mf hollowfiber membranes , there are two different types of configurations flow can be from outsidein or insideout . for outsidein configuration , there is more flexibility in the amount of feed to flow around the hollow fibers , whereas inside out configuration has to consider the pressure drop through the inner volume of the hollow fibers . insideout configuration , however , offers much more uniform flow distribution through the bore of hollow fiber compared to the outsidein configuration . crossflow ufmf systems operate at high recovery and flux rate and so backwashing and airscouring techniques are frequently used to reduce fouling"
7.5 RO FOULING substance (anaysis solution).pdf,". if a chlorineresistant membrane material is used e.g. , polysulfone or a ceramic membrane , chlorine can be added to the wash water in order to retard biological fouling . a review on microfiltration and ultrafiltration processes is given by porter 26 . 2.5.7 cartridge microfiltration a cartridge filter with an absolute pore size of less than 10 m is the suggested minimum pretreatment required for every ro system . it is a safety device to protect the membranes and the high pressure pump from suspended particles . usually it is the last step of a pretreatment sequence . a pore size of 5 m absolute is recommended . the better the prefiltration the less ro membrane cleaning required . if there is a risk of fouling with colloidal silica or with metal silicates , cartridge filtration with 1 to 3 m absolute pore size is recommended . the filter should be sized on a flow rate according to the manufacturers recommendation and replaced before the pressure drop has increased to the permitted limit , but at least every 3 months . backflushable filters as final safety filters are generally not recommended because of their risk of breakthrough in"
7.5 RO FOULING substance (anaysis solution).pdf,"case of a malfunction of their backflush mechanism , their lower efficiency and the higher biofouling risk . backflushable fine filters may be used upstream of the cartridge filters to protect them . they are however , no substitute for disposable cartridges . the cartridge filter should be made of a synthetic nondegradable material e.g. , nylon or polypropylene and equipped with a pressure gauge to indicate the differential pressure , thereby indicating the extent of its fouling . regular inspections of used cartridges provide useful information regarding fouling risks and cleaning requirements . page 56 of 182 trademark of the dow chemical company form no . 609000710705 245 of 865 if the differential pressure across the filter increases rapidly , it is an indication of possible problems in the raw water supply or in the pretreatment process . the filter provides some degree of shortterm protection for the membranes while corrective action is taking place . replacing cartridge filters more often than every 1 to 3 months usually indicates a problem with the pretreatment . the cartridge filter , however , is not meant to be a major component for the removal of high amounts of filterable solids ."
7.5 RO FOULING substance (anaysis solution).pdf,"this would not only be an inefficient use of rather expensive filters , but would probably lead to premature failure of the membrane system due to the high probability that some of the unwanted material will break through . an alternative approach would be to use a second cartridge with larger pore size upstream . 2.5.8 other methods methods to prevent colloidal fouling other than those described in the previous sections also exist . lime softening has already been described as a method for silica removal section 2.3.6. removal of iron and colloidal matter are further benefits . strong acid cation exchange resin softening not only removes hardness , but it also removes low concentrations of iron and aluminum that otherwise could foul the membrane . softened water is also known to exhibit a lower fouling tendency than unsoftened hard water because multivalent cations promote the adhesion of naturally occurring colloids , which are usually negatively charged . the iron removal efficiency depends on the fe species present . fe2 and fe3 are removed very well by the sac resin and , if in excess of 0.05 ppm , have a tendency to foul the membrane and catalyze its degradation"
7.5 RO FOULING substance (anaysis solution).pdf,". colloidal or organofecomplexes are usually not removed at all and will pass through into the product water . insoluble ironoxides are , depending on their size , filtered out depending on the flow rate and beddepth used . when dealing with higher concentration of ferrous iron , one needs special care to avoid ferric iron fouling . it was reported that addition of smbs was able to prevent membrane fouling antifoulants certain scaling inhibitors , also called antifoulants , can handle iron . this pretreatment process can be used for relatively low concentrations of iron . 2.5.9 design and operational considerations the prevention of colloidal fouling is not only a matter of the proper pretreatment selection , but also of the system design and operation . as an extreme example , surface water could be pretreated by coagulationflocculation and ultrafiltration . the ro system could then operate with a high permeate flux , and almost no cleaning would be required . if the same water , however , is just filtered with cartridge filtration , then the ro system would need much more membrane area , and more frequent cleaning and maintenance would be required . a poor pretreatment"
7.5 RO FOULING substance (anaysis solution).pdf,"process can be partially compensated for by adding more membrane area and modifying the system see section 3 , system design , and by more frequent andor harsh cleaning . on the other hand , improving the pretreatment system means lower membrane costs . to minimize the pretreatment effort andor improve the feed water quality , the best available raw water quality should be used . the location of the intake of surface water , including seawater , is of paramount importance . contamination of the raw water with waste water effluent may cause serious problems in the ro plant . a deep well close to the shore or the river is preferred . if an open intake is required , it should be located well away from the shore and some meters below the water surface . new wells often release suspended matter in the first days of operation . care must be taken that wells are properly rinsed out . fouling by iron oxide is also a common problem . it can be avoided by selecting noncorrosive materials see section 3.14 , materials of construction , corrosion control . page 57 of 182 trademark of the dow chemical"
7.5 RO FOULING substance (anaysis solution).pdf,"company form no . 609000710705 246 of 865 2.6 biological fouling prevention 2.6.1 introduction all raw waters contain microorganisms such as bacteria , algae , fungi , viruses , and higher organisms . the typical size of bacteria is about 1 m. microorganisms can be regarded as colloidal matter and removed during pretreatment as discussed in section 2.5. the difference between microorganisms and nonliving particles , however , is the ability of microorganisms to reproduce and form a biofilm under favorable conditions . microorganisms entering a ronf system find a large membrane surface where dissolved nutrients from the water are enriched due to concentration polarization , thus creating an ideal environment for the formation of a biofilm . biological fouling of the membranes may seriously affect the performance of the ro system . the symptoms are an increase in the differential pressure from feed to concentrate , finally leading to telescoping and mechanical damage of the membrane elements see section 8.5.3 , high differential pressure , and a decline in membrane flux . sometimes , biofouling develops even on the permeate side , thus contaminating the product water . a biofilm is difficult to remove because it protects its microorganisms"
7.5 RO FOULING substance (anaysis solution).pdf,"against the action of shear forces and biocidal chemicals . in addition , if not completely removed , remaining parts of a biofilm lead to a rapid regrowth . biological fouling prevention is therefore a major objective of the pretreatment process . the control of microbiological activity is also part of system design see section 3.15 , system design considerations to control microbiological activity , in the system operation see chapter 5 , system operation , in the sanitization of systems see section 6.10 , sanitizing membrane systems and in the preservation of systems see section 7.4 , preservation of ro and nf systems . the various methods to prevent and control biological fouling are described in sections 2.6.3 to 2.6.11. each method has specific advantages , but the optimum strategy is a combination of the different concepts . the most successful approach is the limitation or removal of nutrients for microorganisms from the water in order to limit biological growth . this can be achieved with biofiltration see section 2.6.8. the continuous addition of oxidation chemicals such as chlorine may increase the nutrient level because organic substances may be broken down to smaller biodegradable fragments . dosing chemicals such"
7.5 RO FOULING substance (anaysis solution).pdf,"as antiscalants or acids must be carefully selected because they may also serve as nutrients . other methods are based on chemicals that have a biocidal effect on microorganisms . these sanitization chemicals are applied during the normal operation of the plant either as a continuous dosage to the feed water stream or preferably as a discontinuous intermittent dosage in certain intervals . preventive treatments are much more effective than corrective treatments because single attached bacteria are easier to kill and remove than a thick , aged biofilm . typical treatment intervals are one to four per month , but they can be as short as one per day , depending on the feed water quality e.g. , waste water or the permeate quality required e.g. , pharmaceuticalgrade water . a third application mode is the offline application using separate cleaning equipment . this mode is dealt with in section 6.10 , sanitizing membrane systems . the attachment of bacteria to a membrane surface and their growth can be minimized by a surface modification of the membrane . this concept is available with the fr fouling resistant series of filmtec membrane elements see section 2.6.11. other physical methods are targeted"
7.5 RO FOULING substance (anaysis solution).pdf,"to remove microorganisms in the feed water with microfiltration or ultrafiltration see section 2.6.9 or to kill them with uv radiation see section 2.6.10 . 2.6.2 assessment of the biological fouling potential the potential for biological fouling should be assessed during the project phase so that the system can be designed accordingly . warm surface waters generally have a higher biofouling potential than cold well waters . the regular assessment of the microbiological activity of the feed water should also be part of the operating discipline of an existing plant so that any increase of the microbiological activity can be responded to at an early stage . some techniques require water sampling , whereas others use online monitors . sampling of microbiological activity can be done using presterilized sampling containers . if the laboratory equipment needed for analysis of the microbiological samples page 58 of 182 trademark of the dow chemical company form no . 609000710705 247 of 865 is not available at the ro plant site , an adequate laboratory should be found to perform the needed analysis not later than 8 hours after sampling . samples should be stored in a refrigerator . the minimum number of sampling"
7.5 RO FOULING substance (anaysis solution).pdf,"points required is listed below 1. intake surface or well , before addition of any chemicals . 2. after a clarifier , settling pond , sludge contact unit , or similar sedimentation process . 3. after filtration units sand , multimedia , activated carbon , or other . 4. just before the membranes , after addition of chemicals normally after cartridge filtration . 5. concentrate stream . 6. permeate stream . the frequency of sampling and analysis depends on the risk of biofouling . for surface water plants , a daily check of the feed water point 4 and a weekly check of all points are recommended . 2.6.2.1 culture techniques the concentration of bacteria in water is directly related to the biological fouling potential of the water . the number of colony forming units cfu is a quantitative expression of the number of culturable microorganisms in a water sample . it is determined according to part 9000 of the standard methods 1 by filtering a measured quantity of water through a membrane filter . subsequently , the organisms thus retained on the filter surface are cultured on the appropriate nutrient medium to develop colonies , which are then observed"
7.5 RO FOULING substance (anaysis solution).pdf,"and counted at low power magnification . different media are used for different microorganisms and different water types . the main advantage of this method is that it can be performed easily without expensive equipment . the test results , however , are only available after up to seven days , and the counted colonies may represent as little as 110 or less of the total bacteria count tbc . nevertheless , culture techniques are still valuable as indicators of the level and the trend of the biological fouling potential . they can be applied to monitor the water quality from the intake through the subsequent treatment steps up to the concentrate stream and the permeate . an increase of the cfu is an indication of an increased biofouling potential . 2.6.2.2 total bacteria count the total bacteria count tbc is determined with direct count techniques . these employ filtration of the water sample and counting the retained microorganisms on the filter plate directly under a microscope . to make the microorganisms visible , they are stained with acridine orange and viewed with an epiilluminated fluorescent microscope 28. thus , an accurate count of total microorganisms is obtained immediately ."
7.5 RO FOULING substance (anaysis solution).pdf,"the types of microorganisms can be assessed and differentiated from debris particles . direct count methods are preferred , because they are much faster and more accurate than culture techniques . the concentrations of microorganisms in raw water , in the feed stream , and in the concentrate stream are helpful numbers for assessing biological fouling potential . other factors , however , like the concentration and the kind of nutrients or growth promoting substances may be more important for the development of a biofilm . 2.6.2.3 assimilable organic carbon aoc the aoc test addresses the growth potential of microorganisms in a given water sample with given nutrients . it is a bioassay with two welldefined pure cultures . from the maximum growth level of the two individual strains the aoc concentration is calculated and expressed as gl of acetate c equivalents . the procedure is described in part 9217 of the standard methods 1. vrouwenvelder et al . observed severe biofouling in cases where the feed water had aoc values exceeding 80 gl 29. nederlof et al . proposed a standard of 10 gl to prevent biological fouling 30 , but in some cases biofouling may be possible with"
7.5 RO FOULING substance (anaysis solution).pdf,"aoc values even below 10 gl 29. page 59 of 182 trademark of the dow chemical company form no . 609000710705 248 of 865 2.6.2.4 biofilm formation rate bfr the bfr value is determined with an online operated biofilm monitor at a continuous flow rate of 0.2 ms. the accumulation of active biomass measured as atp adenosinetriphosphate on the surface of glass rings in this monitor is determined as a function of time 32. bfr values exceeding 100 pgcm2 atp were observed with severe biofouling , and bfr values of less than 1 pgcm2 atp were measured in cases of stable operation without any cleaning needs 29. the bfr value is most closely correlated with the degree of biofouling in a membrane plant 31 . 2.6.3 chlorination dechlorination chlorine cl2 has been used for many years to treat municipal and industrial water and waste waters to control microorganisms because of its capacity to inactivate most pathogenic microorganisms quickly . the effectiveness of chlorine is dependent on the chlorine concentration , time of exposure , and the ph of the water . chlorine is used for treating potable water where a residual chlorine concentration near 0.5 mgl is commonly used ."
7.5 RO FOULING substance (anaysis solution).pdf,"in an industrial water treatment scheme , fouling of water intake lines , heat exchangers , sand filters , etc. , may be prevented by maintaining a free residual chlorine concentration of 0.51.0 mgl or higher , dependent on the organic content of the incoming water . chlorination for ronf pretreatment has been applied usually where biological fouling prevention is required i.e. , typically for surface waters . chlorine is added continuously at the intake , and a reaction time of 2030 min should be allowed . a free residual chlorine concentration of 0.51.0 mgl should be maintained through the whole pretreatment line . dechlorination upstream of the membranes is required , however , to protect the membranes from oxidation . filmtec membrane can withstand shortterm exposure to free chlorine hypochlorite however , its resistance is limited . the membrane can be used successfully in installations where system upsets result in temporary exposure to free chlorine . eventual degradation may occur after approximately 2001,000 hours of exposure to 1 ppm concentrations of free chlorine . the rate of chlorine attack depends on various feed water characteristics . under alkaline ph conditions , chlorine attack is faster than at neutral or"
7.5 RO FOULING substance (anaysis solution).pdf,"acidic ph . chlorine attack is also faster when iron or other transition metals are present either in the water or on the membrane surface these metals catalyze membrane degradation . because of the risk of membrane oxidation , chlorine is not recommended for intentionally sanitizing membrane systems . continuous chlorination and dechlorination of the feedwater has been standard for years . biofouling problems downstream of the point of dechlorination , however , are quite common . it is believed that chlorine reacts with the organic matter in the water and breaks it down to more biodegradable fragments . since there is no chlorine present on the membranes , microorganisms can grow with an enhanced nutrient offering , unless the system is sanitized very frequently . therefore , the continuous chlorinationdechlorination method is becoming less popular . instead of continuous chlorination , chlorine is preferably applied offline to the pretreatment section periodically . during off line chlorination , the feedwater has to be sent to drain prior to reaching the membranes . before the system goes into operation again , all chlorine containing feed water has to be rinsed out carefully , and the absence of chlorine must be verified"
7.5 RO FOULING substance (anaysis solution).pdf,"e.g. , by monitoring of the oxidationredox potential orp . chlorination chemistry chlorine is most commonly available as chlorine gas and the hypochlorites of sodium and calcium . in water , they hydrolyze instantaneously to hypochlorous acid cl2 h2o hocl hcl naocl h2o hocl naoh caocl2 2 h2o 2 hocl caoh2 hypochlorous acid dissociates in water to hydrogen ions and hypochlorite ions hocl h ocl the sum of cl2 , naocl , caocl2 , hocl , and ocl is referred to as free available chlorine fac or free residual chlorine frc , expressed as mgl cl2 . as discussed later , chloramines are formed from the reaction of chlorine with ammonia compounds present in the water . these chlorineammonia compounds are referred to as combined available chlorine cac page 60 of 182 trademark of the dow chemical company form no . 609000710705 249 of 865 or combined residual chlorine crc . the sum of free and combined availableresidual chlorine is called the total residual chlorine trc . trc fac cac frc crc the germicidal efficiency of free residual chlorine is directly related to the concentration of undissociated hocl . hypochlorous acid is 100 times more effective than the hypochlorite ion"
7.5 RO FOULING substance (anaysis solution).pdf,"ocl . the fraction of undissociated hocl increases with decreasing ph . at ph 7.5 77f 25c , 40 mgl tds , only 50 of free residual chlorine is present as hocl , but 90 is present at ph 6.5. the fraction of hocl also increases with decreasing temperature . at 41f 5c , the hocl mole fraction is 62 ph 7.5 , 40 mgl tds . in highsalinity waters , less hocl is present 30 at ph 7.5 , 25c , 40,000 mgl tds . chlorine demand a part of the chlorine dosage reacts with ammonia nitrogen to combined available chlorine in a series of stepwise reactions hocl nh3 nh2cl monochloramine h2o hocl nh2cl nhcl2 dichloramine h2o hocl nhcl2 ncl3 trichloramine h2o these reactions are governed primarily by ph and chlorinetonitrogen weight ratio . chloramine also has a germicidal effect , albeit lower than that of chlorine . another part of the chlorine is converted to nonavailable chlorine . this chlorine demand is caused by the reaction with reducing agents such as nitrite , cyanide , sulfide , ferrous iron , and manganese . chlorine is also consumed by the oxidation of organic compounds present in the water ."
7.5 RO FOULING substance (anaysis solution).pdf,"to determine the optimum chlorine dosage , best point of injection , ph , and contact time to prevent biofouling , astm d 1291 33 should be applied to a representative water sample . for further details , the handbook of chlorination 34 is recommended . seawater the major difference between the chlorination chemistry of seawater and that of brackish water is the presence of bromide in seawater in concentrations of typically 65 mgl . bromide reacts rapidly with hypochlorous acid to form hypobromous acid br hocl hobr cl thus , in chlorinated seawater the biocide is predominantly hobr rather than hocl . hypobromous acid then dissociates to hypobromite ion as follows hobr obr h hobr dissociation is less than hocl dissociation . at ph 8 , where 72 of hocl is dissociated , about 17 of hobr is dissociated . in other words , effective treatment can be performed at a higher ph than in brackish water , where no bromide is present . both hypobromous acid and hypobromite ions interfere with free residual chlorine measurements and are included in the free residual chlorine value . the reactions of hobr with other compounds of the water are analogous to"
7.5 RO FOULING substance (anaysis solution).pdf,"the reactions of hocl . bromamines and brominated compounds are the reaction products . dechlorination when ro or nf membrane is used in the ronf process , the feed must be dechlorinated to prevent oxidation of the membrane . filmtec membranes have some chlorine tolerance before noticeable loss of salt rejection is observed . the first sign of chlorine attack on ronf membrane is loss of membrane flux followed by an increase in membrane flux and salt passage . eventual degradation may occur after approximately 2001,000 hours of exposure to 1 mgl of free chlorine 200 1,000 ppmh tolerance . the rate of chlorine attack depends on various feed water characteristics . under alkaline ph conditions , chlorine attack is faster than at neutral or acidic ph . an acidic ph is preferred for better biocidal effect during chlorination . chlorine attack is also faster at higher temperatures and higher concentrations of heavy metals e.g. , iron , that page 61 of 182 trademark of the dow chemical company form no . 609000710705 250 of 865 can catalyze membrane degradation . since oxidation damage is not covered under warranty , filmtec recommends removing residual free chlorine by pretreatment prior to"
7.5 RO FOULING substance (anaysis solution).pdf,"exposure of the feed water to the membrane . other oxidizing agents such as chlorine dioxide , hydrogen peroxide , ozone , and permanganate are capable of damaging ronf membranes also if not used properly . residual free chlorine can be reduced to harmless chlorides by activated carbon or chemical reducing agents . an activated carbon bed is very effective in the dechlorination of ro feed water according to following reaction c 2cl2 2h2o 4hcl co2 sodium metabisulfite smbs is commonly used for removal of free chlorine and as a biostatic . other chemical reducing agents exist e.g. , sulfur dioxide , but they are not as costeffective as smbs . when dissolved in water , sodium bisulfite sbs is formed from smbs na2s2o5 h2o 2 nahso3 sbs then reduces hypochlorous acid according to 2nahso3 2hocl h2so4 2hcl na2so4 in theory , 1.34 mg of sodium metabisulfite will remove 1.0 mg of free chlorine . in practice , however , 3.0 mg of sodium metabisulfite is normally used to remove 1.0 mg of chlorine . the smbs should be of foodgrade quality and free of impurities . smbs should not be cobaltactivated . solid sodium metabisulfite has a typical shelf"
7.5 RO FOULING substance (anaysis solution).pdf,"life of 46 months under cool , dry storage conditions . in aqueous solutions , however , sodium bisulfite can oxidize readily when exposed to air . a typical solution life can vary with concentration as follows concentration wt 10 20 30 solution life 1 week 1 month 6 months although the dechlorination itself is rapid , good mixing is required to ensure completion . static mixers are recommended . the recommended injection point is downstream of the cartridge filters in order to protect the filters by chlorine . in this case , the smbs solution should be filtered through a separate cartridge before being injected into the ro feed . dechlorinated water must not be stored in tanks . when ronf membranes are fouled with heavy metals such as co and cu , residual sbs up to 30 ppm partially converts to oxidants under the presence of excessive oxygen . when there is a heavy potential for metal fouling , sbs dosing amount control must be optimized and oxidation conditions of the concentrate must be monitored by an oxidationreduction potential orp meter 35. the absence of chlorine should be monitored using an oxidationreduction potential orp electrode downstream of the"
